Key;Date;Volume;Disc;max_T;min_T;avg_T;precipitation;Consumer_Price_Index_month;Exchange_Rate_Index_Period_Average_month;Exchange_Rate_LCU_per_US_Period_Average_month;Industrial_Production_Index_month;Wholesale_Producer_Price_Index_LCU_basus_month;Nominal_Consumption_Total_lcu_quarter;Nominal_Consumption_Total_US_quarter;Nominal_GDP_lcu_quarter;Nominal_GDP_US_quarter;Nominal_Private_Consumption_lcu_quarter;Nominal_Private_Consumption_US_quarter;Real_Consumption_Total_lcu_quarter;Real_Consumption_Total_US_quarter;Real_GDP_lcu_quarter;Real_GDP_US_quarter;Real_Private_Consumption_lcu_quarter;Real_Private_Consumption_US_quarter;Unemployment_Rate_quarter;Disposable_Personal_Income_lcu_annual;Disposable_personal_income_real_lcu_annual;Disposable_Personal_Income_US_annual;Employment_Total_annual;Index_Unit_Labor_Costs_LCU_basis_annual;Index_Unit_Labor_Costs_US_basis_annual;Index_wages_straight_time_LCU_basis_annual;Index_wages_straight_time_US_basis_annual;Nominal_GDP_per_employee_annual;Nominal_Consumption_Per_Capita_US_annual;Nominal_GDP_Per_Capita_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_US_annual;Number_of_households_annual;Participation_Rate_annual;Population_Age_Bracket_15_64_annual;Population_Total_annual;Population_Urban_annual;Price_of_Crude_Oil_LCU_basis_annual;Real_GDP_Per_Capita_lcu_annual;Real_Indirect_Taxes_Minus_Subsidies_lcu_annual;Real_Price_of_Crude_Oil_LCU_basis_annual;Real_Price_of_Crude_Oil_US_basis_annual;Share_of_Population_Urban_annual;Tax_Rate_Overall_Taxes_annual;Tax_Rate_Personal_Income_Taxes_annual;Terms_of_Trade_annual;Unemployment_annual;Wages_and_Salaries_Gross_lcu_annual;Wages_and_Salaries_Gross_US_annual;Working_Age_Population_annual;Index_Retail_Sales_Real_month;Real_GDP_at_Factor_Cost_Services_lcu_annual;PMI;Inflation_Rate;Selling_days_ratio;Selling_days;Selling_days_Quarter;Selling_days_Half;Selling_days_9;Selling_days_17;Holidays;Holidays_9;Holidays_17;Sales_Package;Marketing_Package;Month;Month1;Month2;Month3;Month4;Month5;Month6;Month7;Month8;Month9;Month10;Month11;Month12;Growth_rate
L;01/01/2018;11015,108;2246323,556;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
B;01/01/2018;716737,47;135267292,3;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;8932;4195;1;1;0;0;0;0;0;0;0;0;0;0;0;0
C;01/01/2018;1257018,036;119603884,7;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
D;01/01/2018;598423,345;74165321,74;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
E;01/01/2018;241068,513;-5499728,072;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
J;01/01/2018;0;5755,12;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
F;01/01/2018;949744,0946;60439202,81;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
G;01/01/2018;766732,762;40854845,31;42,45687636;27,49578109;34,97508309;1,830019223;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,3;1,5;0,838709677;26;72;144;26;26;5;5;5;1682;327;1;1;0;0;0;0;0;0;0;0;0;0;0;0
M;01/02/2018;0;0;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
A;01/02/2018;1349173,952;419359419,5;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;17627;15589;2;0;1;0;0;0;0;0;0;0;0;0;0;0
I;01/02/2018;207804,28;11447673,19;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
H;01/02/2018;230398,074;32350164,69;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
L;01/02/2018;12394,363;2467142,685;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
B;01/02/2018;552585,394;127022674;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;8476;2593;2;0;1;0;0;0;0;0;0;0;0;0;0;0
C;01/02/2018;863668,175;84229399,02;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
D;01/02/2018;361311,028;51358445,77;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
E;01/02/2018;139186,498;31189859,14;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
J;01/02/2018;0;1143,53;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
F;01/02/2018;678854,2447;56563439,75;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
G;01/02/2018;260966,616;38791638,8;49,00055376;30,41799858;39,70811979;0,72168378;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;50,3;2,9;0,678571429;19;72;144;19;19;9;9;9;669;74;2;0;1;0;0;0;0;0;0;0;0;0;0;0
M;01/03/2018;0,085;0;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
A;01/03/2018;1410440,008;424448382;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;15657;2756;3;0;0;1;0;0;0;0;0;0;0;0;0;0
I;01/03/2018;390593,743;18627800,5;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
H;01/03/2018;234601,503;36237259,65;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
L;01/03/2018;21816,103;2825426,982;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
B;01/03/2018;709207,593;130236517,2;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;9681;2760;3;0;0;1;0;0;0;0;0;0;0;0;0;0
C;01/03/2018;1028404,108;91566514,41;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
D;01/03/2018;493973,36;51444735,15;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
E;01/03/2018;116007,61;22603047,44;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
J;01/03/2018;0;32659,15;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
F;01/03/2018;856734,4448;54616160,08;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0
G;01/03/2018;546141,148;-10254503,05;63,58993564;43,8804493;53,73374102;2,166664153;85,4585;108,6444;6,8277;58,7934;103,0408;45898,72;7220,1471;89250,15;14039,5901;33285,97;5236,085;36762,81;7019,9126;71807,29;13051,1611;26713,79;5101,0374;3,7112;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;2,1;0,870967742;27;72;144;27;27;4;4;4;1799;115;3;0;0;1;0;0;0;0;0;0;0;0;0;0
M;01/04/2018;0;0;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
A;01/04/2018;1601445,613;476164987,4;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;17177;3929;4;0;0;0;1;0;0;0;0;0;0;0;0;0
