Key;Date;Volume;Disc;max_T;min_T;avg_T;precipitation;Consumer_Price_Index_month;Exchange_Rate_Index_Period_Average_month;Exchange_Rate_LCU_per_US_Period_Average_month;Industrial_Production_Index_month;Wholesale_Producer_Price_Index_LCU_basus_month;Nominal_Consumption_Total_lcu_quarter;Nominal_Consumption_Total_US_quarter;Nominal_GDP_lcu_quarter;Nominal_GDP_US_quarter;Nominal_Private_Consumption_lcu_quarter;Nominal_Private_Consumption_US_quarter;Real_Consumption_Total_lcu_quarter;Real_Consumption_Total_US_quarter;Real_GDP_lcu_quarter;Real_GDP_US_quarter;Real_Private_Consumption_lcu_quarter;Real_Private_Consumption_US_quarter;Unemployment_Rate_quarter;Disposable_Personal_Income_lcu_annual;Disposable_personal_income_real_lcu_annual;Disposable_Personal_Income_US_annual;Employment_Total_annual;Index_Unit_Labor_Costs_LCU_basis_annual;Index_Unit_Labor_Costs_US_basis_annual;Index_wages_straight_time_LCU_basis_annual;Index_wages_straight_time_US_basis_annual;Nominal_GDP_per_employee_annual;Nominal_Consumption_Per_Capita_US_annual;Nominal_GDP_Per_Capita_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_US_annual;Number_of_households_annual;Participation_Rate_annual;Population_Age_Bracket_15_64_annual;Population_Total_annual;Population_Urban_annual;Price_of_Crude_Oil_LCU_basis_annual;Real_GDP_Per_Capita_lcu_annual;Real_Indirect_Taxes_Minus_Subsidies_lcu_annual;Real_Price_of_Crude_Oil_LCU_basis_annual;Real_Price_of_Crude_Oil_US_basis_annual;Share_of_Population_Urban_annual;Tax_Rate_Overall_Taxes_annual;Tax_Rate_Personal_Income_Taxes_annual;Terms_of_Trade_annual;Unemployment_annual;Wages_and_Salaries_Gross_lcu_annual;Wages_and_Salaries_Gross_US_annual;Working_Age_Population_annual;Index_Retail_Sales_Real_month;Real_GDP_at_Factor_Cost_Services_lcu_annual;PMI;Inflation_Rate;Selling_days_ratio;Selling_days;Selling_days_Quarter;Selling_days_Half;Selling_days_9;Selling_days_17;Holidays;Holidays_9;Holidays_17;Sales_Package;Marketing_Package;Month;Month1;Month2;Month3;Month4;Month5;Month6;Month7;Month8;Month9;Month10;Month11;Month12;Growth_rate
I;01/04/2018;240677,248;9224362,078;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
H;01/04/2018;232700,328;35351078,84;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
L;01/04/2018;27469,145;3441963,468;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
B;01/04/2018;656917,559;119027138,1;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;8846;4633;4;0;0;0;1;0;0;0;0;0;0;0;0;0
C;01/04/2018;953594,701;86009592;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
D;01/04/2018;486478,558;57896547,35;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
E;01/04/2018;154445,821;24725471,34;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
J;01/04/2018;0;232,35;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
F;01/04/2018;997163,793;53473832,16;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
G;01/04/2018;601703,856;5186795,053;72,89597005;53,11496809;63,00352524;2,888792227;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,4;1,8;0,733333333;22;72;144;22;22;8;8;8;1687;1112;4;0;0;0;1;0;0;0;0;0;0;0;0;0
M;01/05/2018;0;0;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
A;01/05/2018;2037693,524;530129440;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;24259;8136;5;0;0;0;0;1;0;0;0;0;0;0;0;0
I;01/05/2018;315272,837;11424454,82;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
H;01/05/2018;287330,847;40853086,38;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
L;01/05/2018;30052,713;4352385,601;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
B;01/05/2018;880830,267;146861011,6;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;12392;7243;5;0;0;0;0;1;0;0;0;0;0;0;0;0
C;01/05/2018;1283126,192;107094362,8;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
D;01/05/2018;619096,916;66266802,69;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
E;01/05/2018;195014,289;52150405,54;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
J;01/05/2018;0;-289,36;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
F;01/05/2018;1300243,782;62877452,66;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
G;01/05/2018;893055,415;-6751112,766;80,52546909;62,64378368;71,58294973;4,846270886;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,9;1,8;0,838709677;26;72;144;26;26;5;5;5;2594;829;5;0;0;0;0;1;0;0;0;0;0;0;0;0
M;01/06/2018;0;0;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
A;01/06/2018;2113647,364;529881386,9;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;28101;22415;6;0;0;0;0;0;1;0;0;0;0;0;0;0
I;01/06/2018;360934,557;13424408,28;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
H;01/06/2018;319683,805;46264150,94;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
L;01/06/2018;32434,513;4154972,214;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
B;01/06/2018;977582,505;155494938,5;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;14517;12235;6;0;0;0;0;0;1;0;0;0;0;0;0;0
C;01/06/2018;1387837,316;112289450,5;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
D;01/06/2018;624608,245;72109465,63;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
E;01/06/2018;207396,102;42958899,78;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
J;01/06/2018;0;145,5;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
F;01/06/2018;1488795,149;78988820,41;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
G;01/06/2018;1066650,598;-4830639,136;85,80074711;68,8518761;77,32448913;5,602553265;85,4585;108,6444;6,8277;58,7934;103,0408;46929,27;7355,2247;90827,04;14235,3223;34022,39;5332,3293;37455,19;7152,1236;73025,6;13272,5921;27194,29;5192,7896;3,7017;39250,8325;31206,9461;5933,4642;775,8599;104,7094;99,4748;134,0017;127,3028;17911,1896;3623,3809;64391,3056;-0,0175;-0,0026;459,9264;0,7024;1016,5155;1427,6478;844,4822;469,4399;51511,3024;0;375,5392;68,2552;59,152;16,9158;0,5623;95,0042;29,8102;84743,99;12810,5673;1016,5155;55,4772;34722,2625;51,5;1,9;0,8;24;72;144;24;24;6;6;6;3356;1297;6;0;0;0;0;0;1;0;0;0;0;0;0;0
