,lottery,date_occured,ball_01,ball_02,ball_03,ball_04,ball_05,ball_06,
1536,685.0,2005-07-27,33,27,5,56,12,43,
1537,684.0,2005-07-23,50,37,33,40,19,17,
1538,683.0,2005-07-20,43,40,12,11,2,35,
1539,682.0,2005-07-16,60,37,47,36,4,27,
1540,681.0,2005-07-13,59,21,53,25,58,38,
1541,680.0,2005-07-09,44,2,26,5,3,22,
1542,679.0,2005-07-06,37,21,54,3,58,25,
1543,678.0,2005-07-02,44,46,31,14,40,42,
1544,677.0,2005-06-29,25,10,48,8,32,55,
1545,676.0,2005-06-25,49,32,15,9,41,42,
1546,675.0,2005-06-22,50,42,30,25,43,24,
1547,674.0,2005-06-18,22,32,18,29,42,38,
1548,673.0,2005-06-15,6,40,37,11,20,34,
1549,672.0,2005-06-11,43,34,53,38,28,24,
1550,671.0,2005-06-08,27,16,39,51,9,38,
1551,670.0,2005-06-04,42,59,58,37,48,22,
1552,669.0,2005-06-01,7,41,24,40,49,27,
1553,668.0,2005-05-28,49,33,56,2,14,1,
1554,667.0,2005-05-25,5,23,16,4,49,1,
1555,666.0,2005-05-21,7,26,16,29,45,55,
1556,665.0,2005-05-18,8,47,7,48,25,18,
1557,664.0,2005-05-14,12,1,55,59,38,36,
1558,663.0,2005-05-11,1,49,30,55,27,51,
1559,662.0,2005-05-07,4,60,56,25,18,23,
1560,661.0,2005-05-04,42,40,27,4,55,36,
1561,660.0,2005-04-30,53,5,38,54,46,11,
1562,659.0,2005-04-27,14,29,40,34,51,52,
1563,658.0,2005-04-23,41,20,36,3,11,6,
1564,657.0,2005-04-20,20,59,58,33,60,16,
1565,656.0,2005-04-16,59,37,46,36,35,51,
1566,655.0,2005-04-13,26,39,1,37,43,48,
1567,654.0,2005-04-09,10,11,56,40,41,6,
1568,653.0,2005-04-06,31,24,19,34,9,5,
1569,652.0,2005-04-02,24,18,57,56,10,20,
1570,651.0,2005-03-30,39,45,28,26,48,60,
1571,650.0,2005-03-26,53,59,25,29,10,24,
1572,649.0,2005-03-23,9,54,41,48,33,24,
1573,648.0,2005-03-19,5,48,23,42,45,29,
1574,647.0,2005-03-16,56,19,11,14,12,54,
1575,646.0,2005-03-12,13,47,60,32,49,10,
1576,645.0,2005-03-09,52,48,24,53,54,3,
1577,644.0,2005-03-05,57,29,31,27,34,14,
1578,643.0,2005-03-02,14,45,24,37,40,42,
1579,642.0,2005-02-26,51,17,56,36,44,40,
1580,641.0,2005-02-23,17,13,33,9,1,34,
1581,640.0,2005-02-19,12,42,59,46,19,60,
1582,639.0,2005-02-16,51,39,35,60,45,13,
1583,638.0,2005-02-12,42,10,50,41,11,36,
1584,637.0,2005-02-05,52,58,43,48,11,18,
1585,636.0,2005-02-02,30,32,34,50,28,26,
1586,635.0,2005-01-29,49,42,37,8,20,26,
1587,634.0,2005-01-26,13,41,24,42,10,56,
1588,633.0,2005-01-22,27,46,5,50,11,22,
1589,632.0,2005-01-19,2,54,48,51,19,28,
1590,631.0,2005-01-15,1,28,47,20,44,32,
1591,630.0,2005-01-12,16,53,20,60,12,45,
1592,629.0,2005-01-08,40,47,39,16,51,15,
1593,628.0,2005-01-05,8,16,22,56,58,30,
1594,627.0,2004-12-29,19,13,45,58,56,1,
1595,626.0,2004-12-22,49,8,22,18,7,39,
1596,625.0,2004-12-18,59,12,32,42,24,40,
1597,624.0,2004-12-15,39,23,34,52,8,43,
1598,623.0,2004-12-11,42,23,55,30,9,49,
1599,622.0,2004-12-08,59,27,19,29,50,38,
1600,621.0,2004-12-04,29,31,50,26,57,49,
1601,620.0,2004-12-01,22,1,29,13,32,3,
1602,619.0,2004-11-27,16,12,46,14,8,19,
1603,618.0,2004-11-24,60,10,3,8,24,13,
1604,617.0,2004-11-20,25,5,49,36,33,3,
1605,616.0,2004-11-17,24,16,26,54,12,2,
1606,615.0,2004-11-13,27,31,8,10,51,5,
1607,614.0,2004-11-10,60,31,12,48,57,16,
1608,613.0,2004-11-06,54,55,13,44,6,19,
1609,612.0,2004-11-03,55,33,15,50,53,18,
1610,611.0,2004-10-30,22,21,33,16,48,49,
1611,610.0,2004-10-27,25,49,30,43,47,45,
1612,609.0,2004-10-23,15,2,59,60,6,58,
1613,608.0,2004-10-20,30,6,37,19,24,13,
1614,607.0,2004-10-16,6,59,11,27,19,41,
1615,606.0,2004-10-13,41,6,23,55,32,35,
1616,605.0,2004-10-09,44,52,53,4,49,24,
1617,604.0,2004-10-06,41,49,51,25,15,46,
1618,603.0,2004-10-02,4,8,11,29,12,44,
1619,602.0,2004-09-29,38,60,13,7,55,46,
1620,601.0,2004-09-25,37,19,29,30,10,22,
1621,600.0,2004-09-22,18,39,54,34,31,16,
1622,599.0,2004-09-18,6,45,51,9,23,4,
1623,598.0,2004-09-15,5,16,53,38,50,34,
1624,597.0,2004-09-11,42,40,27,22,56,29,
1625,596.0,2004-09-08,43,60,28,11,54,14,
1626,595.0,2004-09-04,54,2,43,1,50,25,
1627,594.0,2004-09-01,10,53,55,29,13,47,
1628,593.0,2004-08-28,27,29,1,59,25,49,
1629,592.0,2004-08-25,55,14,59,47,13,42,
1630,591.0,2004-08-21,58,3,18,50,34,1,
1631,590.0,2004-08-18,25,51,5,18,4,28,
1632,589.0,2004-08-14,13,7,33,59,6,8,
1633,588.0,2004-08-11,45,13,46,55,53,11,
1634,587.0,2004-08-07,30,2,36,18,60,29,
1635,586.0,2004-08-04,45,38,13,11,54,39,
1636,585.0,2004-07-31,24,39,12,33,57,36,
1637,584.0,2004-07-28,30,53,23,7,32,8,
1638,583.0,2004-07-24,55,6,41,20,43,7,
1639,582.0,2004-07-21,13,40,29,59,45,51,
1640,581.0,2004-07-17,30,25,52,14,39,17,
1641,580.0,2004-07-14,38,16,18,28,15,47,
1642,579.0,2004-07-10,15,34,39,17,4,9,
1643,578.0,2004-07-07,48,3,58,18,56,23,
1644,577.0,2004-07-03,31,47,28,23,8,24,
1645,576.0,2004-06-30,18,43,52,39,7,8,
1646,575.0,2004-06-26,18,29,21,48,35,5,
1647,574.0,2004-06-23,32,23,2,10,44,17,
1648,573.0,2004-06-19,59,29,17,6,40,22,
1649,572.0,2004-06-16,33,3,20,60,9,16,
1650,571.0,2004-06-12,14,31,12,13,51,50,
1651,570.0,2004-06-09,35,32,36,33,51,15,
1652,569.0,2004-06-05,32,15,14,9,3,57,
1653,568.0,2004-06-02,25,41,17,29,13,22,
1654,567.0,2004-05-29,57,58,11,38,41,31,
1655,566.0,2004-05-26,17,6,20,18,13,37,
1656,565.0,2004-05-22,31,37,35,7,45,34,
1657,564.0,2004-05-19,38,13,32,20,10,49,
1658,563.0,2004-05-15,34,8,23,44,51,5,
1659,562.0,2004-05-12,37,35,23,16,57,55,
1660,561.0,2004-05-08,39,49,36,20,55,1,
1661,560.0,2004-05-05,32,18,11,30,2,58,
1662,559.0,2004-05-01,53,25,36,13,17,6,
1663,558.0,2004-04-28,59,57,7,58,31,14,
1664,557.0,2004-04-24,18,49,38,23,8,12,
1665,556.0,2004-04-21,8,45,30,33,17,10,
1666,555.0,2004-04-17,49,5,23,33,45,31,
1667,554.0,2004-04-14,47,29,31,15,60,42,
1668,553.0,2004-04-10,43,46,58,53,54,4,
1669,552.0,2004-04-07,22,54,52,47,49,9,
1670,551.0,2004-04-03,56,48,57,21,12,46,
1671,550.0,2004-03-31,17,56,16,38,39,45,
1672,549.0,2004-03-27,13,51,58,22,46,8,
1673,548.0,2004-03-24,51,49,14,47,59,58,
1674,547.0,2004-03-20,4,59,13,53,28,30,
1675,546.0,2004-03-17,46,4,54,17,13,5,
1676,545.0,2004-03-13,43,35,57,29,40,17,
1677,544.0,2004-03-10,11,33,56,47,17,34,
1678,543.0,2004-03-06,35,54,37,42,49,46,
1679,542.0,2004-03-03,49,4,19,28,35,6,
1680,541.0,2004-02-28,58,57,27,13,49,52,
1681,540.0,2004-02-21,22,4,30,44,28,49,
1682,539.0,2004-02-18,16,50,55,6,47,19,
1683,538.0,2004-02-14,45,43,56,25,52,3,
1684,537.0,2004-02-11,37,3,19,34,39,7,
1685,536.0,2004-02-07,14,22,25,15,37,23,
1686,535.0,2004-02-04,49,14,47,56,6,28,
1687,534.0,2004-01-31,48,57,23,8,31,3,
1688,533.0,2004-01-28,27,18,13,59,21,53,
1689,532.0,2004-01-24,13,4,12,53,9,52,
1690,531.0,2004-01-21,3,1,35,7,18,50,
1691,530.0,2004-01-17,32,21,25,1,6,49,
1692,529.0,2004-01-14,56,45,13,33,38,1,
1693,528.0,2004-01-10,34,28,37,12,8,31,
1694,527.0,2004-01-07,17,14,50,52,6,26,
1695,526.0,2004-01-03,3,59,21,36,55,31,
1696,525.0,2003-12-27,26,32,24,49,8,10,
1697,524.0,2003-12-20,47,29,34,48,19,41,
1698,523.0,2003-12-17,45,58,40,39,28,44,
1699,522.0,2003-12-13,49,52,15,25,14,6,
1700,521.0,2003-12-10,28,32,38,25,15,45,
1701,520.0,2003-12-06,32,34,17,35,9,12,
1702,519.0,2003-12-03,9,36,15,19,42,22,
1703,518.0,2003-11-29,44,8,5,15,18,10,
1704,517.0,2003-11-26,51,32,8,28,38,7,
1705,516.0,2003-11-22,24,5,34,13,35,33,
1706,515.0,2003-11-19,39,16,57,15,45,48,
1707,514.0,2003-11-15,15,52,40,36,51,42,
1708,513.0,2003-11-12,46,10,27,19,33,39,
1709,512.0,2003-11-08,8,40,58,4,53,31,
1710,511.0,2003-11-05,8,36,34,37,3,4,
1711,510.0,2003-11-01,30,45,58,1,4,41,
1712,509.0,2003-10-29,32,55,34,35,28,33,
1713,508.0,2003-10-25,46,56,5,15,45,10,
1714,507.0,2003-10-22,44,58,5,27,33,3,
1715,506.0,2003-10-18,31,37,34,15,38,4,
1716,505.0,2003-10-15,47,20,52,3,46,28,
1717,504.0,2003-10-11,39,19,11,8,50,30,
1718,503.0,2003-10-08,10,21,48,27,49,7,
1719,502.0,2003-10-04,50,7,33,21,24,13,
1720,501.0,2003-10-01,34,27,56,28,16,39,
1721,500.0,2003-09-27,35,21,54,29,38,36,
1722,499.0,2003-09-20,59,1,11,5,44,4,
1723,498.0,2003-09-17,49,28,2,6,57,50,
1724,497.0,2003-09-13,9,41,32,13,58,20,
1725,496.0,2003-09-10,41,20,19,29,59,10,
1726,495.0,2003-09-06,36,15,60,8,29,49,
1727,494.0,2003-09-03,28,32,49,53,18,20,
1728,493.0,2003-08-30,54,20,3,18,42,24,
1729,492.0,2003-08-27,57,2,15,6,56,18,
1730,491.0,2003-08-23,22,43,15,55,9,1,
1731,490.0,2003-08-20,5,11,29,54,23,58,
1732,489.0,2003-08-16,28,36,17,53,33,59,
1733,488.0,2003-08-13,30,39,35,43,15,57,
1734,487.0,2003-08-09,25,22,48,52,54,8,
1735,486.0,2003-08-06,50,42,19,8,30,14,
1736,485.0,2003-08-02,38,28,52,30,19,57,
1737,484.0,2003-07-30,53,19,38,18,17,49,
1738,483.0,2003-07-26,16,23,35,18,44,59,
1739,482.0,2003-07-23,13,56,12,33,53,54,
1740,481.0,2003-07-19,42,6,24,44,22,13,
1741,480.0,2003-07-16,36,38,33,14,49,41,
1742,479.0,2003-07-12,20,54,58,26,41,46,
1743,478.0,2003-07-09,30,8,31,3,21,25,
1744,477.0,2003-07-05,47,34,8,6,18,38,
1745,476.0,2003-07-02,38,43,20,55,17,58,
1746,475.0,2003-06-28,19,6,43,52,8,22,
1747,474.0,2003-06-25,34,3,12,50,32,40,
1748,473.0,2003-06-21,51,7,58,49,23,41,
1749,472.0,2003-06-18,12,3,38,29,51,4,
1750,471.0,2003-06-14,51,59,31,5,36,32,
1751,470.0,2003-06-11,51,58,23,11,8,37,
1752,469.0,2003-06-07,29,47,42,21,13,26,
1753,468.0,2003-06-04,23,6,25,39,51,5,
1754,467.0,2003-05-31,38,21,8,22,18,60,
1755,466.0,2003-05-28,28,16,45,29,30,11,
1756,465.0,2003-05-24,46,31,1,57,22,51,
1757,464.0,2003-05-21,6,33,45,38,24,50,
1758,463.0,2003-05-17,7,18,2,45,3,53,
1759,462.0,2003-05-14,27,48,17,19,26,22,
1760,461.0,2003-05-10,30,17,20,29,15,60,
1761,460.0,2003-05-07,19,55,30,23,37,49,
1762,459.0,2003-05-03,43,17,8,15,49,39,
1763,458.0,2003-04-30,43,53,13,32,34,24,
1764,457.0,2003-04-26,48,15,24,27,17,32,
1765,456.0,2003-04-23,17,40,22,27,33,3,
1766,455.0,2003-04-19,50,15,17,2,14,59,
1767,454.0,2003-04-16,4,17,42,56,46,24,
1768,453.0,2003-04-12,58,52,8,34,20,23,
1769,452.0,2003-04-09,54,11,51,16,36,30,
1770,451.0,2003-04-05,23,18,31,17,53,28,
1771,450.0,2003-04-02,59,51,13,1,9,50,
1772,449.0,2003-03-29,34,56,24,1,49,8,
1773,448.0,2003-03-26,5,3,52,45,9,51,
1774,447.0,2003-03-22,24,55,15,33,25,42,
1775,446.0,2003-03-19,11,20,8,47,12,17,
1776,445.0,2003-03-15,31,50,7,53,32,20,
1777,444.0,2003-03-12,48,52,57,24,3,33,
1778,443.0,2003-03-08,11,36,17,26,52,48,
1779,442.0,2003-03-01,15,31,23,6,59,37,
1780,441.0,2003-02-26,2,15,58,10,59,21,
1781,440.0,2003-02-22,46,23,30,47,5,3,
1782,439.0,2003-02-19,42,13,20,29,43,57,
1783,438.0,2003-02-15,38,48,14,3,11,5,
1784,437.0,2003-02-12,54,10,59,44,30,7,
1785,436.0,2003-02-08,1,6,57,29,48,7,
1786,435.0,2003-02-05,37,11,17,31,43,10,
1787,434.0,2003-02-01,24,17,4,54,30,10,
1788,433.0,2003-01-29,36,17,28,16,54,30,
1789,432.0,2003-01-25,50,17,13,27,4,39,
1790,431.0,2003-01-22,58,26,40,37,47,52,
1791,430.0,2003-01-18,50,21,10,25,38,8,
1792,429.0,2003-01-15,55,32,17,36,26,43,
1793,428.0,2003-01-11,60,8,32,28,46,30,
1794,427.0,2003-01-08,51,13,43,24,3,14,
1795,426.0,2003-01-04,7,32,54,50,30,37,
1796,425.0,2002-12-28,6,16,10,34,47,42,
1797,424.0,2002-12-21,29,36,27,18,59,46,
1798,423.0,2002-12-18,8,22,33,40,32,53,
1799,422.0,2002-12-14,60,12,56,37,55,43,
1800,421.0,2002-12-11,38,45,35,37,5,51,
1801,420.0,2002-12-07,43,12,59,30,57,29,
1802,419.0,2002-12-04,41,42,52,53,16,9,
1803,418.0,2002-11-30,45,8,32,49,15,52,
1804,417.0,2002-11-27,25,7,12,21,42,34,
1805,416.0,2002-11-23,13,1,23,56,54,33,
1806,415.0,2002-11-20,38,44,4,1,27,42,
1807,414.0,2002-11-16,35,26,58,52,45,16,
1808,413.0,2002-11-13,35,53,29,33,2,4,
1809,412.0,2002-11-09,45,5,14,21,59,12,
1810,411.0,2002-11-06,10,56,12,31,45,38,
1811,410.0,2002-11-02,31,55,36,24,8,38,
1812,409.0,2002-10-30,26,49,25,18,31,34,
1813,408.0,2002-10-26,49,44,33,28,56,14,
1814,407.0,2002-10-23,49,2,18,51,22,57,
1815,406.0,2002-10-19,47,32,48,12,38,2,
1816,405.0,2002-10-16,57,60,34,24,29,47,
1817,404.0,2002-10-12,24,38,58,1,40,28,
1818,403.0,2002-10-09,46,31,7,16,60,27,
1819,402.0,2002-10-05,27,43,58,5,16,56,
1820,401.0,2002-10-02,50,18,44,53,11,43,
1821,400.0,2002-09-28,29,59,13,10,54,28,
1822,399.0,2002-09-25,59,55,16,27,47,11,
1823,398.0,2002-09-21,28,7,16,37,36,22,
1824,397.0,2002-09-18,32,24,2,5,1,46,
1825,396.0,2002-09-14,47,18,6,45,34,42,
1826,395.0,2002-09-11,11,58,31,14,10,20,
1827,394.0,2002-09-07,15,49,42,5,45,35,
1828,393.0,2002-09-04,12,50,36,6,35,40,
1829,392.0,2002-08-31,49,47,39,31,15,23,
1830,391.0,2002-08-28,7,15,35,16,40,4,
1831,390.0,2002-08-24,7,22,34,12,38,53,
1832,389.0,2002-08-21,46,14,54,18,43,5,
1833,388.0,2002-08-17,52,48,53,58,23,36,
1834,387.0,2002-08-14,29,28,48,47,43,22,
1835,386.0,2002-08-10,39,54,43,36,17,35,
1836,385.0,2002-08-07,22,12,24,18,5,16,
1837,384.0,2002-08-03,28,50,47,24,40,52,
1838,383.0,2002-07-31,48,22,53,56,50,14,
1839,382.0,2002-07-27,54,38,53,31,37,34,
1840,381.0,2002-07-24,9,56,46,28,10,55,
1841,380.0,2002-07-20,47,22,13,30,31,57,
1842,379.0,2002-07-17,41,55,24,59,33,40,
1843,378.0,2002-07-13,55,45,48,41,5,38,
1844,377.0,2002-07-10,46,19,3,45,12,27,
1845,376.0,2002-07-06,25,13,10,43,35,48,
1846,375.0,2002-07-03,51,9,42,5,58,1,
1847,374.0,2002-06-29,54,2,26,5,44,16,
1848,373.0,2002-06-26,31,33,24,10,5,1,
1849,372.0,2002-06-22,24,17,46,57,16,39,
1850,371.0,2002-06-19,23,33,39,4,60,18,
1851,370.0,2002-06-15,51,42,4,54,1,40,
1852,369.0,2002-06-12,21,42,1,60,35,14,
1853,368.0,2002-06-08,13,50,38,32,44,29,
1854,367.0,2002-06-05,52,49,27,33,12,10,
1855,366.0,2002-06-01,6,4,51,7,21,15,
1856,365.0,2002-05-29,52,19,34,37,58,23,
1857,364.0,2002-05-25,59,44,29,5,51,57,
1858,363.0,2002-05-22,39,54,29,49,47,19,
1859,362.0,2002-05-18,37,20,33,46,7,56,
1860,361.0,2002-05-15,41,28,45,31,16,59,
1861,360.0,2002-05-11,47,24,29,55,53,23,
1862,359.0,2002-05-08,31,54,20,29,13,19,
1863,358.0,2002-05-04,40,42,32,12,21,17,
1864,357.0,2002-04-27,45,53,32,2,30,35,
1865,356.0,2002-04-24,54,19,5,58,56,21,
1866,355.0,2002-04-20,2,37,22,60,14,23,
1867,354.0,2002-04-17,40,52,38,16,7,41,
1868,353.0,2002-04-13,60,46,30,55,23,19,
1869,352.0,2002-04-10,49,7,47,25,20,44,
1870,351.0,2002-04-06,15,16,59,60,24,41,
1871,350.0,2002-04-03,23,30,43,10,15,57,
1872,349.0,2002-03-30,9,38,32,8,54,28,
1873,348.0,2002-03-27,39,40,33,52,19,30,
1874,347.0,2002-03-23,26,10,52,1,12,48,
1875,346.0,2002-03-20,56,7,46,60,41,12,
1876,345.0,2002-03-16,56,11,58,46,51,22,
1877,344.0,2002-03-13,33,36,12,35,10,14,
1878,343.0,2002-03-09,4,6,7,24,12,41,
1879,342.0,2002-03-06,29,49,54,51,16,34,
1880,341.0,2002-03-02,56,23,22,43,16,5,
1881,340.0,2002-02-27,10,60,42,9,33,12,
1882,339.0,2002-02-23,13,16,12,5,27,50,
1883,338.0,2002-02-20,48,46,9,1,36,4,
1884,337.0,2002-02-16,31,52,14,54,16,4,
1885,336.0,2002-02-09,2,18,54,22,30,26,
1886,335.0,2002-02-06,43,33,57,23,59,7,
1887,334.0,2002-02-02,41,26,51,14,24,23,
1888,333.0,2002-01-30,35,27,53,44,52,4,
1889,332.0,2002-01-26,28,23,42,29,44,34,
1890,331.0,2002-01-23,27,1,35,20,37,13,
1891,330.0,2002-01-19,2,4,23,37,14,51,
1892,329.0,2002-01-16,24,11,40,12,35,10,
1893,328.0,2002-01-12,51,5,23,7,14,21,
1894,327.0,2002-01-09,46,38,29,33,32,48,
1895,326.0,2002-01-05,52,23,40,51,44,21,
1896,325.0,2001-12-29,4,23,3,1,21,53,
1897,324.0,2001-12-22,22,8,30,15,47,25,
1898,323.0,2001-12-19,31,49,54,33,26,40,
1899,322.0,2001-12-15,18,11,29,44,47,56,
1900,321.0,2001-12-12,11,31,32,48,49,4,
1901,320.0,2001-12-08,20,53,47,50,22,27,
1902,319.0,2001-12-05,12,16,23,17,19,48,
1903,318.0,2001-12-01,19,53,40,3,31,20,
1904,317.0,2001-11-28,27,20,48,16,30,35,
1905,316.0,2001-11-24,28,51,56,6,24,43,
1906,315.0,2001-11-21,50,21,43,12,28,22,
1907,314.0,2001-11-17,5,32,40,58,37,34,
1908,313.0,2001-11-14,14,38,53,24,16,37,
1909,312.0,2001-11-10,14,30,50,41,47,23,
1910,311.0,2001-11-07,32,22,24,41,30,38,
1911,310.0,2001-11-03,28,14,29,2,31,32,
1912,309.0,2001-10-31,39,50,25,55,11,4,
1913,308.0,2001-10-27,55,25,4,11,29,39,
1914,307.0,2001-10-24,26,17,13,41,16,44,
1915,306.0,2001-10-20,30,19,57,41,56,47,
1916,305.0,2001-10-17,11,5,27,60,38,53,
1917,304.0,2001-10-13,42,7,11,34,59,41,
1918,303.0,2001-10-10,7,13,30,37,47,17,
1919,302.0,2001-10-06,25,40,12,60,30,41,
1920,301.0,2001-10-03,58,26,49,57,48,9,
1921,300.0,2001-09-29,27,57,41,38,28,24,
1922,299.0,2001-09-26,7,5,2,53,33,49,
1923,298.0,2001-09-22,22,34,24,23,5,60,
1924,297.0,2001-09-19,20,28,41,1,33,36,
1925,296.0,2001-09-15,20,51,42,3,52,46,
1926,295.0,2001-09-12,24,44,7,31,12,50,
1927,294.0,2001-09-08,28,45,41,22,57,25,
1928,293.0,2001-09-05,6,12,35,5,28,7,
1929,292.0,2001-09-01,24,34,53,45,23,13,
1930,291.0,2001-08-29,22,16,5,41,18,17,
1931,290.0,2001-08-25,57,30,7,25,40,26,
1932,289.0,2001-08-22,36,6,30,20,7,25,
1933,288.0,2001-08-18,50,9,18,11,6,17,
1934,287.0,2001-08-15,60,47,3,33,25,13,
1935,286.0,2001-08-11,44,37,56,29,47,35,
1936,285.0,2001-08-08,50,56,41,12,32,37,
1937,284.0,2001-08-04,8,36,14,32,30,7,
1938,283.0,2001-08-01,48,34,28,54,25,42,
1939,282.0,2001-07-28,33,24,36,9,14,23,
1940,281.0,2001-07-21,11,5,47,31,53,38,
1941,280.0,2001-07-14,5,16,30,25,58,20,
1942,279.0,2001-07-07,31,59,4,58,23,47,
1943,278.0,2001-06-30,22,10,18,55,15,31,
1944,277.0,2001-06-23,40,26,38,4,56,52,
1945,276.0,2001-06-16,53,59,39,45,22,57,
1946,275.0,2001-06-09,16,30,19,38,48,37,
1947,274.0,2001-06-02,11,39,47,18,13,26,
1948,273.0,2001-05-26,47,52,10,27,23,17,
1949,272.0,2001-05-19,36,58,9,10,56,24,
1950,271.0,2001-05-12,14,31,54,29,26,24,
1951,270.0,2001-05-05,45,27,35,40,5,9,
1952,269.0,2001-04-28,19,18,52,25,17,49,
1953,268.0,2001-04-21,21,10,47,6,5,33,
1954,267.0,2001-04-14,58,1,45,55,8,46,
1955,266.0,2001-04-07,38,54,48,23,2,46,
1956,265.0,2001-03-31,7,50,53,16,41,34,
1957,264.0,2001-03-24,5,25,31,13,1,33,
1958,263.0,2001-03-17,8,50,26,9,53,43,
1959,262.0,2001-03-10,53,60,48,20,58,11,
1960,261.0,2001-03-03,5,54,20,56,30,16,
1961,260.0,2001-02-24,43,4,60,59,6,33,
1962,259.0,2001-02-17,20,43,33,13,15,58,
1963,258.0,2001-02-10,12,60,54,7,55,50,
1964,257.0,2001-02-03,28,5,1,34,4,19,
1965,256.0,2001-01-27,21,52,34,26,2,32,
1966,255.0,2001-01-20,32,44,55,19,20,16,
1967,254.0,2001-01-13,4,30,56,21,22,1,
1968,253.0,2001-01-06,12,11,56,44,24,37,
1969,252.0,2000-12-30,17,54,4,51,32,26,
1970,251.0,2000-12-23,34,15,23,55,49,30,
1971,250.0,2000-12-16,55,25,41,42,43,7,
1972,249.0,2000-12-09,21,55,54,40,36,49,
1973,248.0,2000-12-02,56,16,34,41,35,32,
1974,247.0,2000-11-25,34,3,30,10,23,46,
1975,246.0,2000-11-18,2,57,32,43,16,37,
1976,245.0,2000-11-11,44,51,27,53,8,60,
1977,244.0,2000-11-04,19,60,50,24,47,33,
1978,243.0,2000-10-28,20,47,23,32,16,11,
1979,242.0,2000-10-21,22,7,4,21,28,56,
1980,241.0,2000-10-14,11,57,40,35,56,31,
1981,240.0,2000-10-07,59,28,25,41,57,38,
1982,239.0,2000-09-30,33,21,44,46,47,6,
1983,238.0,2000-09-23,15,9,41,13,37,42,
1984,237.0,2000-09-16,36,7,45,31,56,57,
1985,236.0,2000-09-09,10,52,50,57,25,60,
1986,235.0,2000-09-02,29,41,55,2,31,22,
1987,234.0,2000-08-26,15,45,54,25,42,41,
1988,233.0,2000-08-19,45,3,24,36,7,32,
1989,232.0,2000-08-12,29,19,41,22,37,59,
1990,231.0,2000-08-05,16,59,27,42,44,36,
1991,230.0,2000-07-29,56,44,41,40,8,53,
1992,229.0,2000-07-22,39,45,11,21,33,13,
1993,228.0,2000-07-15,16,40,45,59,43,13,
1994,227.0,2000-07-08,37,26,27,42,11,48,
1995,226.0,2000-07-01,2,50,59,38,49,1,
1996,225.0,2000-06-24,21,16,4,37,2,58,
1997,224.0,2000-06-17,20,16,18,7,44,21,
1998,223.0,2000-06-10,28,24,22,2,58,6,
1999,222.0,2000-06-03,5,48,30,55,52,19,
2000,221.0,2000-05-27,54,13,58,43,50,27,
2001,220.0,2000-05-20,36,53,55,13,60,14,
2002,219.0,2000-05-13,26,23,49,28,42,36,
2003,218.0,2000-05-06,54,40,42,17,47,12,
2004,217.0,2000-04-29,27,32,3,51,49,45,
2005,216.0,2000-04-22,35,42,59,18,30,14,
2006,215.0,2000-04-15,7,58,28,53,37,46,
2007,214.0,2000-04-08,30,12,6,50,35,31,
2008,213.0,2000-04-01,3,30,9,35,23,32,
2009,212.0,2000-03-25,29,57,15,45,59,6,
2010,211.0,2000-03-18,10,20,40,45,50,33,
2011,210.0,2000-03-11,37,58,20,38,48,32,
2012,209.0,2000-03-04,13,52,32,41,21,26,
2013,208.0,2000-02-26,23,15,57,24,47,25,
2014,207.0,2000-02-19,19,7,3,55,24,53,
2015,206.0,2000-02-12,20,26,56,18,34,51,
2016,205.0,2000-02-05,26,32,54,43,46,40,
2017,204.0,2000-01-29,31,41,51,39,58,29,
2018,203.0,2000-01-22,11,55,44,19,29,47,
2019,202.0,2000-01-15,49,53,44,12,24,45,
2020,201.0,2000-01-08,55,22,5,30,35,20,
2021,200.0,1999-12-31,12,15,44,34,51,19,
2022,199.0,1999-12-24,52,37,57,16,10,50,
2023,198.0,1999-12-18,40,23,1,18,35,8,
2024,197.0,1999-12-11,19,52,29,15,12,5,
2025,196.0,1999-12-04,32,17,9,14,24,7,
2026,195.0,1999-11-27,17,3,44,37,9,32,
2027,194.0,1999-11-20,32,42,43,25,28,33,
2028,193.0,1999-11-13,12,4,11,49,43,19,
2029,192.0,1999-11-06,1,60,26,41,28,54,
2030,191.0,1999-10-31,58,5,41,3,1,23,
2031,190.0,1999-10-24,32,40,42,21,10,5,
2032,189.0,1999-10-16,41,53,38,4,31,15,
2033,188.0,1999-10-10,34,42,43,46,27,17,
2034,187.0,1999-10-02,6,44,58,41,36,48,
2035,186.0,1999-09-25,24,26,51,25,14,23,
2036,185.0,1999-09-18,59,17,22,46,43,55,
2037,184.0,1999-09-11,9,60,21,16,41,34,
2038,183.0,1999-09-04,16,11,7,40,44,2,
2039,182.0,1999-08-28,46,60,5,10,28,3,
2040,181.0,1999-08-21,33,1,55,35,51,27,
2041,180.0,1999-08-14,39,6,29,60,51,23,
2042,179.0,1999-08-07,6,53,5,26,27,23,
2043,178.0,1999-07-31,5,27,19,26,15,33,
2044,177.0,1999-07-24,35,22,39,41,59,38,
2045,176.0,1999-07-17,28,4,1,45,53,3,
2046,175.0,1999-07-10,10,20,13,1,42,50,
2047,174.0,1999-07-03,11,52,22,23,36,59,
2048,173.0,1999-06-26,29,28,49,17,42,50,
2049,172.0,1999-06-19,49,36,14,26,35,10,
2050,171.0,1999-06-12,54,27,4,43,40,46,
2051,170.0,1999-06-05,7,51,55,41,58,46,
2052,169.0,1999-05-29,52,51,37,13,21,1,
